job_title,Coding_experience,programming_languages,IDE,Hosted_notebook,Computing_platform,Cluster
Currently not employed,1-2 years,"['Python', 'R', 'SQL', 'C', 'Javascript', 'Bash']",Jupyter (JupyterLab,Unknown,Unknown,0
Data Engineer,1-2 years,"['Python', 'R', 'SQL']",Jupyter (JupyterLab,Unknown,A personal computer or laptop,0
Student,1-2 years,"['Python', 'SQL', 'C++', 'MATLAB']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Student,< 1 years,"['Python', 'R', 'MATLAB']",Jupyter (JupyterLab,Unknown,A personal computer or laptop,0
Machine Learning Engineer,3-5 years,"['SQL', 'Julia']",Jupyter (JupyterLab,Amazon Sagemaker Studio,A cloud computing platform (AWS,2
Other,3-5 years,"['Python', 'R', 'SQL', 'Julia']",Jupyter (JupyterLab,Unknown,Other,0
Other,< 1 years,['Python'],Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Currently not employed,3-5 years,"['Python', 'Javascript']",Jupyter (JupyterLab,Colab Notebooks,A personal computer or laptop,3
Software Engineer,< 1 years,['Java'],Jupyter (JupyterLab,Unknown,A personal computer or laptop,0
Currently not employed,< 1 years,['Python'],Unknown,Colab Notebooks,A personal computer or laptop,3
Student,< 1 years,"['Python', 'SQL', 'C', 'C++', 'Java', 'Bash']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Other,1-2 years,"['Python', 'SQL', 'C', 'Java', 'Bash']",PyCharm,Kaggle Notebooks,A personal computer or laptop,1
Currently not employed,< 1 years,['Python'],PyCharm,Unknown,A personal computer or laptop,0
Student,1-2 years,"['Python', 'R', 'SQL', 'MATLAB']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Currently not employed,3-5 years,"['Python', 'Bash', 'MATLAB']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Data Scientist,1-2 years,"['Python', 'C', 'C++', 'MATLAB']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Software Engineer,5-10 years,"['Python', 'SQL', 'C++', 'Javascript', 'Bash']",Visual Studio Code (VSCode),Kaggle Notebooks,A personal computer or laptop,1
Research Scientist,3-5 years,"['Python', 'SQL', 'C++']",PyCharm,Colab Notebooks,A personal computer or laptop,3
Currently not employed,< 1 years,"['Python', 'R', 'SQL']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Student,5-10 years,"['Python', 'SQL', 'C', 'C++']",Jupyter (JupyterLab,Kaggle Notebooks,A cloud computing platform (AWS,2
Software Engineer,1-2 years,['Python'],Jupyter (JupyterLab,Unknown,Unknown,0
Data Analyst,< 1 years,['Python'],Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Student,< 1 years,"['Python', 'C++', 'Javascript', 'MATLAB']",Unknown,Unknown,Unknown,0
Student,3-5 years,"['Python', 'C', 'C++', 'Java', 'Bash', 'MATLAB']",Visual Studio Code (VSCode),Kaggle Notebooks,A personal computer or laptop,1
Machine Learning Engineer,1-2 years,"['Python', 'C', 'C++']",Jupyter (JupyterLab,Colab Notebooks,A cloud computing platform (AWS,2
Data Analyst,5-10 years,"['Python', 'SQL', 'Java']",Notepad++,Unknown,A personal computer or laptop,0
Machine Learning Engineer,3-5 years,"['Python', 'C', 'C++']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Currently not employed,< 1 years,['Python'],Jupyter (JupyterLab,Unknown,A personal computer or laptop,0
Research Scientist,20+ years,"['Python', 'Other']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Research Scientist,5-10 years,"['Python', 'R', 'C', 'C++', 'Java']",Jupyter (JupyterLab,Binder / JupyterHub,A personal computer or laptop,3
Data Scientist,< 1 years,"['Python', 'R', 'SQL', 'Other']",RStudio,Unknown,A personal computer or laptop,0
Student,1-2 years,"['Python', 'R', 'SQL']",Jupyter (JupyterLab,Unknown,A personal computer or laptop,0
Student,3-5 years,"['Python', 'R', 'SQL']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Machine Learning Engineer,1-2 years,"['Python', 'R', 'C++', 'MATLAB']",Visual Studio Code (VSCode),Colab Notebooks,A personal computer or laptop,3
Product/Project Manager,10-20 years,"['Python', 'SQL', 'C', 'C++', 'Other']",RStudio,Azure Notebooks,Other,2
Other,1-2 years,['R'],RStudio,Kaggle Notebooks,A personal computer or laptop,1
Student,5-10 years,"['Python', 'Java']",Jupyter (JupyterLab,Amazon EMR Notebooks,A personal computer or laptop,3
Data Scientist,3-5 years,"['Python', 'R', 'SQL']",Jupyter (JupyterLab,Unknown,A personal computer or laptop,0
Research Scientist,1-2 years,"['C++', 'MATLAB', 'Other']",Visual Studio Code (VSCode),Unknown,A personal computer or laptop,0
Data Scientist,10-20 years,"['Python', 'SQL', 'C']",Jupyter (JupyterLab,Colab Notebooks,A cloud computing platform (AWS,2
Currently not employed,1-2 years,['Python'],PyCharm,Kaggle Notebooks,A personal computer or laptop,1
Machine Learning Engineer,5-10 years,"['Python', 'SQL', 'Javascript']",Jupyter (JupyterLab,Kaggle Notebooks,A cloud computing platform (AWS,2
Software Engineer,10-20 years,"['Python', 'C', 'Other']",Visual Studio,Unknown,A personal computer or laptop,0
Data Analyst,< 1 years,"['Python', 'SQL']",Jupyter (JupyterLab,Binder / JupyterHub,A personal computer or laptop,3
Product/Project Manager,5-10 years,"['Python', 'Swift']",Jupyter (JupyterLab,Other,Other,2
Currently not employed,1-2 years,"['Python', 'R']",RStudio,Kaggle Notebooks,A personal computer or laptop,1
Software Engineer,5-10 years,['Python'],Visual Studio Code (VSCode),Unknown,A personal computer or laptop,0
Data Scientist,3-5 years,['Python'],Unknown,Unknown,Unknown,0
Software Engineer,5-10 years,"['Python', 'R', 'SQL', 'C++', 'Javascript', 'MATLAB']",Visual Studio,Google Cloud AI Platform Notebooks,A personal computer or laptop,3
Data Scientist,1-2 years,['Python'],Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Business Analyst,20+ years,"['Python', 'SQL']",Notepad++,Kaggle Notebooks,A personal computer or laptop,1
Student,3-5 years,"['Python', 'C', 'Java']",Visual Studio Code (VSCode),Colab Notebooks,A cloud computing platform (AWS,2
Data Engineer,5-10 years,"['Python', 'SQL']",Jupyter (JupyterLab,Azure Notebooks,A cloud computing platform (AWS,2
Currently not employed,5-10 years,"['Python', 'R', 'SQL', 'C++', 'Java', 'Javascript']",Jupyter (JupyterLab,Colab Notebooks,A personal computer or laptop,3
Student,3-5 years,"['Python', 'C++']",Jupyter (JupyterLab,Kaggle Notebooks,A cloud computing platform (AWS,2
Data Scientist,3-5 years,['Python'],Visual Studio Code (VSCode),Kaggle Notebooks,A cloud computing platform (AWS,2
Data Scientist,5-10 years,['Python'],Jupyter (JupyterLab,Colab Notebooks,A cloud computing platform (AWS,2
Other,< 1 years,['Python'],Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Student,3-5 years,"['Python', 'C', 'C++']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Student,3-5 years,"['Python', 'C', 'C++']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Product/Project Manager,1-2 years,"['Python', 'SQL', 'Bash']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Data Scientist,10-20 years,"['Python', 'SQL', 'Other']",Jupyter (JupyterLab,Unknown,A personal computer or laptop,0
Software Engineer,3-5 years,"['Python', 'SQL', 'C', 'C++', 'Java']",Visual Studio Code (VSCode),Binder / JupyterHub,A personal computer or laptop,3
Currently not employed,3-5 years,"['Python', 'R', 'SQL', 'C++']",Visual Studio Code (VSCode),Google Cloud Datalab Notebooks,A personal computer or laptop,3
Machine Learning Engineer,< 1 years,['Python'],Jupyter (JupyterLab,Colab Notebooks,A personal computer or laptop,3
Business Analyst,< 1 years,['R'],RStudio,Kaggle Notebooks,A personal computer or laptop,1
Student,3-5 years,"['Python', 'C', 'C++', 'Java']",Notepad++,Colab Notebooks,A personal computer or laptop,3
Statistician,10-20 years,"['Python', 'R', 'MATLAB', 'Other']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Data Scientist,5-10 years,['Python'],Spyder,Databricks Collaborative Notebooks,A personal computer or laptop,3
Product/Project Manager,20+ years,"['Python', 'R', 'SQL']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Other,3-5 years,['Java'],Unknown,Unknown,Unknown,0
Student,1-2 years,['Java'],Notepad++,Unknown,A personal computer or laptop,0
Data Scientist,3-5 years,"['Python', 'R', 'SQL']",Jupyter (JupyterLab,Unknown,A personal computer or laptop,0
Data Analyst,5-10 years,"['Python', 'SQL']",Jupyter (JupyterLab,Colab Notebooks,A personal computer or laptop,3
Software Engineer,10-20 years,"['Python', 'SQL', 'C', 'MATLAB', 'Other']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Student,< 1 years,"['Python', 'R', 'SQL']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Data Analyst,1-2 years,['Python'],Jupyter (JupyterLab,Kaggle Notebooks,A cloud computing platform (AWS,2
Data Scientist,5-10 years,"['R', 'MATLAB']",RStudio,Unknown,A personal computer or laptop,0
Currently not employed,1-2 years,"['Python', 'C', 'C++', 'Java']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Student,< 1 years,"['Python', 'SQL', 'C']",Jupyter (JupyterLab,Kaggle Notebooks,Unknown,1
Research Scientist,10-20 years,"['Python', 'R']",RStudio,Colab Notebooks,A deep learning workstation (NVIDIA GTX,3
Data Scientist,5-10 years,"['Python', 'R', 'SQL']",Jupyter (JupyterLab,Unknown,A cloud computing platform (AWS,2
Student,1-2 years,"['Python', 'Java']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Machine Learning Engineer,20+ years,"['Python', 'R', 'SQL', 'Java', 'Javascript', 'Other']",Visual Studio Code (VSCode),Google Cloud Datalab Notebooks,A cloud computing platform (AWS,2
Research Scientist,5-10 years,['Python'],Vim / Emacs,Unknown,A personal computer or laptop,0
Student,< 1 years,['Python'],Jupyter (JupyterLab,Binder / JupyterHub,A personal computer or laptop,3
Machine Learning Engineer,10-20 years,"['Python', 'SQL', 'Java', 'Javascript']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Other,< 1 years,['Python'],Visual Studio Code (VSCode),Unknown,A personal computer or laptop,0
Data Scientist,1-2 years,"['Python', 'SQL', 'C++', 'Java', 'Other']",Jupyter (JupyterLab,Other,A personal computer or laptop,3
Data Analyst,3-5 years,['Python'],Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Research Scientist,< 1 years,['Python'],Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Data Scientist,10-20 years,"['Python', 'SQL', 'Javascript', 'Bash']",Jupyter (JupyterLab,Unknown,A cloud computing platform (AWS,2
Business Analyst,1-2 years,"['Python', 'SQL']",Jupyter (JupyterLab,Unknown,A personal computer or laptop,0
Software Engineer,5-10 years,"['Python', 'SQL', 'C', 'C++', 'Java', 'Javascript', 'Other']",Jupyter (JupyterLab,Colab Notebooks,A personal computer or laptop,3
Data Scientist,1-2 years,['Python'],Sublime Text,Kaggle Notebooks,A personal computer or laptop,1
Student,1-2 years,"['Python', 'SQL']",Jupyter (JupyterLab,Colab Notebooks,A personal computer or laptop,3
Product/Project Manager,< 1 years,['Python'],Jupyter (JupyterLab,Unknown,A personal computer or laptop,0
Student,3-5 years,"['Python', 'R', 'C++']",Jupyter (JupyterLab,Unknown,A personal computer or laptop,0
Currently not employed,10-20 years,"['Python', 'SQL', 'C++', 'Java']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Machine Learning Engineer,1-2 years,['Python'],Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Data Analyst,1-2 years,"['R', 'SQL', 'Other']",RStudio,Unknown,A personal computer or laptop,0
Data Scientist,20+ years,"['SQL', 'C', 'C++', 'MATLAB', 'Other']",Visual Studio,Kaggle Notebooks,A personal computer or laptop,1
Machine Learning Engineer,1-2 years,['Python'],Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Student,< 1 years,"['Python', 'C++']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Student,< 1 years,"['Python', 'Swift']",Jupyter (JupyterLab,Colab Notebooks,A personal computer or laptop,3
Student,3-5 years,"['Python', 'R']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Machine Learning Engineer,10-20 years,"['Python', 'SQL', 'Java', 'MATLAB', 'Other']",PyCharm,Kaggle Notebooks,A personal computer or laptop,1
Research Scientist,5-10 years,['Python'],Jupyter (JupyterLab,Colab Notebooks,A personal computer or laptop,3
Data Analyst,3-5 years,['Python'],Jupyter (JupyterLab,Unknown,A personal computer or laptop,0
Research Scientist,1-2 years,['MATLAB'],Notepad++,Unknown,A personal computer or laptop,0
Research Scientist,20+ years,"['Python', 'C++']",Visual Studio Code (VSCode),Unknown,A deep learning workstation (NVIDIA GTX,0
Research Scientist,5-10 years,"['Python', 'SQL', 'Java']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Student,3-5 years,"['Python', 'SQL', 'Java']",Sublime Text,Kaggle Notebooks,A cloud computing platform (AWS,2
Data Scientist,1-2 years,['Python'],Jupyter (JupyterLab,Unknown,A personal computer or laptop,0
Student,1-2 years,['Python'],Jupyter (JupyterLab,Unknown,A personal computer or laptop,0
Student,1-2 years,"['Python', 'C', 'C++']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Student,1-2 years,"['Python', 'SQL', 'C', 'C++', 'Java', 'Javascript']",Visual Studio,Unknown,A personal computer or laptop,0
Student,< 1 years,"['Python', 'R', 'SQL', 'C', 'C++', 'Java', 'Javascript', 'Julia', 'Swift', 'Bash', 'MATLAB']",Visual Studio Code (VSCode),Azure Notebooks,A personal computer or laptop,3
Software Engineer,3-5 years,"['Python', 'C']",Jupyter (JupyterLab,Unknown,A personal computer or laptop,0
Machine Learning Engineer,20+ years,['Python'],Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Currently not employed,3-5 years,"['Python', 'R']",RStudio,Unknown,A personal computer or laptop,0
Currently not employed,< 1 years,"['Python', 'SQL']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Other,3-5 years,['Python'],Visual Studio Code (VSCode),Colab Notebooks,A personal computer or laptop,3
Student,1-2 years,"['Python', 'SQL', 'Javascript', 'MATLAB']",Visual Studio Code (VSCode),Kaggle Notebooks,A cloud computing platform (AWS,2
Student,3-5 years,"['SQL', 'C']",Visual Studio Code (VSCode),Colab Notebooks,A personal computer or laptop,3
Student,1-2 years,['Python'],Jupyter (JupyterLab,Unknown,A personal computer or laptop,0
Other,20+ years,"['Python', 'C++']",Jupyter (JupyterLab,Colab Notebooks,A personal computer or laptop,3
Other,1-2 years,['Python'],Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Student,1-2 years,"['Python', 'Java', 'Javascript']",Jupyter (JupyterLab,Unknown,A personal computer or laptop,0
Other,< 1 years,['Python'],Jupyter (JupyterLab,Colab Notebooks,A cloud computing platform (AWS,2
Software Engineer,1-2 years,"['Python', 'SQL', 'Bash']",Jupyter (JupyterLab,IBM Watson Studio,A personal computer or laptop,3
Student,5-10 years,"['Python', 'SQL', 'Java']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Other,20+ years,['Other'],Visual Studio,Unknown,A personal computer or laptop,0
Data Scientist,3-5 years,"['Python', 'SQL', 'C++', 'Bash']",PyCharm,Unknown,Unknown,0
Product/Project Manager,1-2 years,"['Python', 'SQL']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Data Scientist,3-5 years,['Python'],Visual Studio,Kaggle Notebooks,A personal computer or laptop,1
Research Scientist,1-2 years,['Python'],Jupyter (JupyterLab,Colab Notebooks,A personal computer or laptop,3
Data Scientist,3-5 years,['Python'],Jupyter (JupyterLab,Colab Notebooks,A personal computer or laptop,3
Research Scientist,10-20 years,"['Python', 'R']",Jupyter (JupyterLab,Kaggle Notebooks,A cloud computing platform (AWS,2
Student,1-2 years,['Python'],Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Student,3-5 years,"['Python', 'SQL', 'C', 'C++', 'Java', 'Javascript']",Visual Studio,Google Cloud Datalab Notebooks,A personal computer or laptop,3
Research Scientist,3-5 years,"['Python', 'MATLAB']",Visual Studio,Kaggle Notebooks,A personal computer or laptop,1
Research Scientist,10-20 years,"['Python', 'C', 'C++', 'Swift', 'MATLAB']",Visual Studio,Unknown,A personal computer or laptop,0
Currently not employed,< 1 years,['Python'],Jupyter (JupyterLab,Binder / JupyterHub,A personal computer or laptop,3
Data Scientist,10-20 years,"['Python', 'R', 'SQL', 'Java', 'Javascript']",Jupyter (JupyterLab,Kaggle Notebooks,A cloud computing platform (AWS,2
Currently not employed,1-2 years,['Python'],Jupyter (JupyterLab,Colab Notebooks,A personal computer or laptop,3
Data Scientist,1-2 years,"['Python', 'R', 'SQL', 'C', 'C++']",Jupyter (JupyterLab,Binder / JupyterHub,A personal computer or laptop,3
Student,3-5 years,"['Python', 'SQL', 'C++']",Jupyter (JupyterLab,Binder / JupyterHub,A personal computer or laptop,3
Student,< 1 years,['Python'],Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Machine Learning Engineer,< 1 years,"['Python', 'MATLAB']",MATLAB,Kaggle Notebooks,A personal computer or laptop,1
Software Engineer,3-5 years,"['Python', 'SQL']",Jupyter (JupyterLab,Colab Notebooks,A personal computer or laptop,3
Business Analyst,5-10 years,"['C', 'Javascript', 'Other']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Data Scientist,3-5 years,"['Python', 'R', 'SQL', 'C++', 'Java', 'Javascript', 'Swift', 'Bash', 'Other']",Jupyter (JupyterLab,Colab Notebooks,A personal computer or laptop,3
Data Scientist,5-10 years,"['Python', 'Java']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Machine Learning Engineer,3-5 years,"['Python', 'SQL']",PyCharm,Colab Notebooks,A personal computer or laptop,3
Research Scientist,3-5 years,"['Python', 'R', 'Other']",Jupyter (JupyterLab,Unknown,A personal computer or laptop,0
Data Analyst,< 1 years,"['Python', 'R', 'SQL']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Research Scientist,5-10 years,"['Python', 'C', 'Javascript', 'MATLAB', 'Other']",Jupyter (JupyterLab,Kaggle Notebooks,A deep learning workstation (NVIDIA GTX,2
Data Scientist,10-20 years,"['Python', 'R', 'C', 'Java', 'MATLAB']",Jupyter (JupyterLab,Kaggle Notebooks,A deep learning workstation (NVIDIA GTX,2
Currently not employed,1-2 years,"['Python', 'SQL', 'Bash']",Jupyter (JupyterLab,Unknown,A personal computer or laptop,0
Data Scientist,5-10 years,"['Python', 'MATLAB']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Business Analyst,20+ years,"['Python', 'R', 'SQL', 'C++', 'MATLAB']",Jupyter (JupyterLab,Azure Notebooks,A cloud computing platform (AWS,2
Student,1-2 years,"['Python', 'Javascript']",Jupyter (JupyterLab,Colab Notebooks,A personal computer or laptop,3
Software Engineer,1-2 years,"['Python', 'SQL', 'C', 'Java', 'Javascript']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Software Engineer,3-5 years,"['Python', 'C', 'C++']",Jupyter (JupyterLab,Kaggle Notebooks,A cloud computing platform (AWS,2
Software Engineer,10-20 years,['Other'],Jupyter (JupyterLab,Unknown,A personal computer or laptop,0
Currently not employed,< 1 years,"['Python', 'R', 'SQL']",Jupyter (JupyterLab,Colab Notebooks,A personal computer or laptop,3
Currently not employed,1-2 years,['Python'],Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Data Scientist,5-10 years,"['Python', 'Java']",Jupyter (JupyterLab,Other,A personal computer or laptop,3
Software Engineer,3-5 years,"['Python', 'C++', 'Java']",Visual Studio Code (VSCode),Unknown,A deep learning workstation (NVIDIA GTX,0
Student,1-2 years,['Python'],Jupyter (JupyterLab,Colab Notebooks,A cloud computing platform (AWS,2
Currently not employed,5-10 years,['Python'],Jupyter (JupyterLab,Kaggle Notebooks,A cloud computing platform (AWS,2
Data Analyst,10-20 years,"['Python', 'R', 'SQL', 'C', 'Java', 'Javascript', 'Swift', 'MATLAB']",Jupyter (JupyterLab,Kaggle Notebooks,A cloud computing platform (AWS,2
Other,1-2 years,['Python'],Visual Studio Code (VSCode),Kaggle Notebooks,A personal computer or laptop,1
Research Scientist,3-5 years,['Python'],Jupyter (JupyterLab,Unknown,A personal computer or laptop,0
Research Scientist,20+ years,"['Python', 'R', 'C++', 'Bash']",RStudio,Colab Notebooks,A deep learning workstation (NVIDIA GTX,3
Data Scientist,3-5 years,"['C', 'Java']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Research Scientist,20+ years,"['Python', 'R', 'C', 'C++', 'Java', 'Javascript']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Currently not employed,< 1 years,"['Python', 'R', 'SQL']",Jupyter (JupyterLab,Colab Notebooks,A personal computer or laptop,3
Data Analyst,< 1 years,"['Python', 'SQL']",Unknown,Binder / JupyterHub,A personal computer or laptop,3
Research Scientist,20+ years,"['Python', 'C', 'Julia', 'Bash']",Vim / Emacs,Unknown,Other,0
Data Scientist,1-2 years,"['Python', 'R', 'SQL']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Student,3-5 years,['Python'],Jupyter (JupyterLab,Binder / JupyterHub,A personal computer or laptop,3
Data Scientist,3-5 years,"['Python', 'R']",Jupyter (JupyterLab,Colab Notebooks,A personal computer or laptop,3
Other,3-5 years,"['Python', 'R', 'MATLAB']",RStudio,Kaggle Notebooks,A personal computer or laptop,1
Other,10-20 years,"['Python', 'SQL', 'C', 'MATLAB']",Spyder,Kaggle Notebooks,A personal computer or laptop,1
Student,3-5 years,['Python'],Jupyter (JupyterLab,Unknown,Unknown,0
Student,3-5 years,"['Python', 'SQL', 'MATLAB']",Jupyter (JupyterLab,Unknown,A personal computer or laptop,0
Data Engineer,3-5 years,"['Python', 'SQL', 'Java']",Jupyter (JupyterLab,Kaggle Notebooks,A cloud computing platform (AWS,2
Student,1-2 years,"['Python', 'SQL', 'C', 'C++', 'Other']",Visual Studio,Binder / JupyterHub,A personal computer or laptop,3
Student,3-5 years,"['Python', 'C', 'C++']",PyCharm,Unknown,A personal computer or laptop,0
Other,< 1 years,['Python'],Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Data Scientist,3-5 years,"['Python', 'SQL', 'Bash']",Jupyter (JupyterLab,Kaggle Notebooks,A cloud computing platform (AWS,2
Product/Project Manager,5-10 years,"['Python', 'R', 'SQL', 'Javascript']",Jupyter (JupyterLab,Colab Notebooks,A cloud computing platform (AWS,2
Student,< 1 years,"['Python', 'SQL', 'Java']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Currently not employed,1-2 years,['Python'],Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Other,5-10 years,"['Python', 'R', 'SQL']",Jupyter (JupyterLab,Unknown,A personal computer or laptop,0
Other,20+ years,"['Python', 'R', 'SQL', 'Java', 'Other']",Jupyter (JupyterLab,Colab Notebooks,A personal computer or laptop,3
Product/Project Manager,10-20 years,"['R', 'SQL']",RStudio,Unknown,A personal computer or laptop,0
Machine Learning Engineer,1-2 years,"['Python', 'MATLAB']",PyCharm,Unknown,A personal computer or laptop,0
Machine Learning Engineer,5-10 years,['Python'],PyCharm,Kaggle Notebooks,A personal computer or laptop,1
Student,1-2 years,"['Python', 'SQL', 'C', 'Java', 'MATLAB']",Jupyter (JupyterLab,Unknown,A personal computer or laptop,0
Student,5-10 years,['Python'],Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Student,< 1 years,"['Python', 'SQL']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Software Engineer,20+ years,"['Python', 'R', 'SQL', 'Other']",Jupyter (JupyterLab,Kaggle Notebooks,A cloud computing platform (AWS,2
Research Scientist,1-2 years,"['Python', 'SQL', 'Javascript']",Jupyter (JupyterLab,Unknown,Unknown,0
Other,3-5 years,['Python'],Jupyter (JupyterLab,Colab Notebooks,A personal computer or laptop,3
Data Scientist,5-10 years,"['Python', 'MATLAB']",Jupyter (JupyterLab,Unknown,A personal computer or laptop,0
Student,3-5 years,"['Python', 'R', 'SQL', 'C++', 'Java', 'Javascript', 'MATLAB']",Jupyter (JupyterLab,Colab Notebooks,A personal computer or laptop,3
Software Engineer,3-5 years,"['SQL', 'Javascript', 'Other']",Visual Studio,Unknown,A cloud computing platform (AWS,2
Student,3-5 years,"['Python', 'R', 'Java', 'MATLAB']",Jupyter (JupyterLab,Binder / JupyterHub,A personal computer or laptop,3
Data Analyst,10-20 years,"['Python', 'R', 'SQL']",Jupyter (JupyterLab,Unknown,A personal computer or laptop,0
Other,1-2 years,['R'],Unknown,Unknown,Unknown,0
Currently not employed,< 1 years,"['Python', 'SQL']",Unknown,Unknown,Unknown,0
Currently not employed,3-5 years,"['Python', 'SQL', 'C']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Student,< 1 years,"['Python', 'SQL']",Jupyter (JupyterLab,Binder / JupyterHub,A personal computer or laptop,3
Software Engineer,10-20 years,"['Python', 'Java']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Other,1-2 years,"['Python', 'Javascript']",Visual Studio Code (VSCode),Azure Notebooks,A personal computer or laptop,3
Currently not employed,10-20 years,"['Python', 'R', 'SQL', 'C']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Student,3-5 years,"['Python', 'SQL', 'C', 'C++', 'Java', 'Javascript']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Currently not employed,1-2 years,"['Python', 'R', 'SQL', 'Bash']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Software Engineer,1-2 years,"['SQL', 'Javascript', 'Other']",PyCharm,Unknown,A personal computer or laptop,0
Data Engineer,10-20 years,"['Python', 'SQL']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Student,1-2 years,['Python'],Jupyter (JupyterLab,Binder / JupyterHub,A personal computer or laptop,3
Statistician,10-20 years,['R'],RStudio,Unknown,A personal computer or laptop,0
Business Analyst,5-10 years,['Other'],Jupyter (JupyterLab,Binder / JupyterHub,A personal computer or laptop,3
Currently not employed,3-5 years,"['Python', 'SQL']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Product/Project Manager,10-20 years,['Python'],Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Research Scientist,3-5 years,"['Python', 'MATLAB']",PyCharm,Unknown,A deep learning workstation (NVIDIA GTX,0
Other,3-5 years,"['Python', 'C']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Student,3-5 years,"['Python', 'C', 'C++']",Unknown,Unknown,Unknown,0
Student,< 1 years,"['Python', 'MATLAB']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Data Analyst,1-2 years,"['Python', 'R']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Other,10-20 years,"['Python', 'Other']",Jupyter (JupyterLab,Unknown,A personal computer or laptop,0
